date,userName,review,rating
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:25,elsahnum maezurra,Udah 3 hari berturut2 tlfon call center d suruh ke kantor cabang terdekat. Pas ke kantor cabang nggak bisa login padahal udah 3 hari datang tetap nggak bisa login. Kecewa banget. Nggak mau lagi pakai BNI,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 17:11:17,jakwowkwkwjwj,Perbaiki sistem lu,1
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 04:19:22,Drhdjudbfh,Sebenarnya sudah mempermudah dari app sebelumnya tetapi tidak tersedia menu TARIK TUNAI mohon untuk dilakukan update serta penambahan menu TARIK TUNAI sesegera mungkin,2
2025-01-03 03:48:57,Desi Purnama Dewi,"Gapernah bisa verifikasi KTP, udah sering ke cabang bank terdekat sama aja, gaada solusi !! Padahal jaringan bagus, KTP bagus, waktu itu pernah pake wondr tapi pas mau transaksi logout, pas mau masuk lagi gabisa verifikasi KTP bolak balik bank sama aja gaada solusinya di suruh tunggu sampe udah sebulan lebih, dan sekarang jadinya pake yang mbaking lama deh",1
